state,state_name,county,mentally_unhealthy_days,physically_unhealthy_days,pct_frequent_mental_distress,pct_excessive_drinking,injury_death_rate,age_adjusted_mortality,pct_frequent_physical_distress,pct_smokers,pct_insufficient_sleep,preventable_hospitalization_rate,pct_some_college,pct_fair_or_poor_health,pct_unemployed,length_of_life_pctile_within_state,median_household_income,pct_physically_inactive,length_of_life_quartile_within_state,pct_children_in_poverty,income_20th_percentile,pct_children_eligible_free_lunch,pct_diabetic,drug_overdose_mortality_rate
NM,New Mexico,Sierra,3.8,4.2,11.8,12.4,133.07477910374996,601.2,12.5,16.0,30.5,48.69,48.65424431,17.5,8.781501689,94.0,29036.0,24.1,4.0,40.0,12424.0,78.41832964,13.5,34.66719396625
NM,New Mexico,Socorro,4.2,4.8,14.0,13.8,99.0399874,459.3,15.7,20.9,32.6,27.7,47.78785381,24.2,7.16390138,82.0,32285.0,23.4,4.0,42.6,14592.0,60.27272727,13.6,20.9535783
NM,New Mexico,Taos,3.9,4.3,12.4,12.7,117.96181440000001,350.8,13.3,16.8,27.8,36.71,62.62156448,19.8,9.693600867999999,57.0,36125.0,16.0,3.0,29.9,13706.0,62.09829868,13.8,30.33428381
NM,New Mexico,Torrance,4.0,4.6,12.7,13.5,122.4035608,445.3,14.2,19.7,32.2,25.82,44.89853439,21.8,9.546769527999999,69.0,37311.0,25.4,3.0,37.1,14928.0,59.83662355,12.8,31.67965533
NM,New Mexico,Union,3.4,3.9,10.8,15.7,112.077468,345.2,11.8,16.8,31.0,62.23,44.06490179,17.8,5.083732057,25.0,36684.0,26.9,1.0,23.7,16843.0,52.26130653,11.3,23.21145615454166
NM,New Mexico,Valencia,3.8,4.1,11.8,15.8,89.45292474,372.7,12.7,19.2,32.9,34.16,49.6867099,20.4,7.67654692,38.0,40591.0,23.6,2.0,30.1,16368.0,68.03886053,11.9,24.04560796
NY,New York,Albany,3.4,3.3,10.2,18.7,41.31413035,304.1,9.5,13.6,34.1,49.35,74.43726705,12.2,4.899199573,42.0,60371.0,22.0,2.0,18.5,24229.0,30.51944755,8.6,10.97145141
NY,New York,Allegany,3.7,3.6,11.4,19.2,56.34173524,332.4,10.7,16.4,33.1,50.06,54.74831873,13.5,6.190027416,84.0,42655.0,22.4,4.0,26.5,18985.0,37.5181212,8.9,7.628188236000001
NY,New York,Bronx,4.3,5.0,14.1,13.7,38.26331262,357.5,16.4,18.9,40.8,58.28,49.13808123,28.7,9.804823368,88.0,33687.0,29.2,4.0,43.0,12036.0,73.94557948,14.7,10.80798478
NY,New York,Broome,3.7,3.6,11.2,18.0,55.21201413,344.7,10.5,16.3,34.1,61.65,63.68151234,13.7,6.596467391,91.0,46283.0,24.3,4.0,23.6,18905.0,34.77739918,9.1,15.5158253
NY,New York,Cattaraugus,3.8,3.7,11.6,17.7,56.39239079,372.9,11.0,17.2,34.6,51.19,54.81684043,13.9,6.8782637079999995,97.0,43892.0,27.9,4.0,23.4,19381.0,38.61409797,9.7,8.440599283
NY,New York,Cayuga,3.5,3.3,10.4,19.4,54.89203314,306.1,9.6,14.8,33.8,71.72,58.35220987,12.4,5.976560429,54.0,52792.0,22.5,3.0,19.8,22422.0,31.36891906,8.8,12.61288532
NY,New York,Chautauqua,3.8,3.6,11.6,17.3,52.30304773,351.1,10.9,16.0,34.7,51.52,59.29969104,13.8,6.799244721,92.0,41757.0,26.1,4.0,28.8,17407.0,46.66073898,9.9,11.03664165
NY,New York,Chemung,3.6,3.4,10.8,18.4,60.36906221,350.8,10.0,15.6,35.2,90.59,58.98362348,12.7,6.264966164,86.0,48880.0,24.6,4.0,26.6,19707.0,36.01490053,9.2,16.21497283
NY,New York,Chenango,3.7,3.5,11.2,17.6,51.86101249,338.4,10.4,15.2,34.2,60.58,55.59674503,13.1,6.152921994,65.0,46387.0,27.2,3.0,24.6,19623.0,41.21849831,9.7,12.76349908
NY,New York,Clinton,3.6,3.4,10.8,19.5,52.73463249,321.3,10.1,16.3,34.6,72.56,54.51801267,13.4,6.688118949,38.0,51576.0,26.8,2.0,19.3,20362.0,37.28251864,8.5,8.984102222999999
NY,New York,Columbia,3.5,3.2,10.2,19.1,52.00838516,305.1,9.3,13.8,32.8,63.72,62.81914079999999,11.6,4.722733914,52.0,55047.0,24.8,3.0,18.0,26563.0,31.69513798,9.7,12.84356537
NY,New York,Cortland,3.6,3.4,10.8,20.3,45.84048323,360.0,10.0,15.3,34.1,80.32,58.92058166,12.2,6.438310049,71.0,48357.0,21.3,3.0,18.5,20944.0,34.43068559,7.8,11.65968151891071
NY,New York,Delaware,3.6,3.4,10.7,17.7,60.57572176,346.7,9.9,14.8,33.2,71.77,56.24589086,12.3,6.482533722,73.0,45860.0,25.0,3.0,22.6,19593.0,41.05659194,10.0,7.113437996
NY,New York,Dutchess,3.3,3.1,9.8,18.5,51.12295609,282.1,9.2,13.4,33.7,50.49,68.38717094,12.6,5.328996924,18.0,70925.0,21.0,1.0,12.9,29784.0,23.53915031,8.8,19.75714428
NY,New York,Erie,3.7,3.5,10.8,19.6,50.81218988,346.9,10.0,15.4,36.9,42.82,71.55535654,13.7,6.086046647000001,89.0,50134.0,22.7,4.0,22.9,20170.0,36.31761508,9.5,13.65058203
NY,New York,Essex,3.4,3.3,10.2,18.7,62.32375659,303.4,9.5,14.3,34.1,60.04,57.69021443,11.6,6.889103621,49.0,50182.0,27.3,2.0,18.2,22462.0,33.00669216,9.4,12.88637652
NY,New York,Franklin,3.8,3.8,11.6,19.5,54.57944794,333.1,11.2,18.2,38.0,60.29,50.15268286,14.8,7.284896692,62.0,45704.0,25.8,3.0,24.6,18429.0,39.22976501,9.4,10.98581537
NY,New York,Fulton,3.7,3.5,11.1,18.1,46.77641598,363.9,10.3,16.5,35.0,74.07,53.58691518,12.9,7.641819034,78.0,45409.0,24.7,4.0,25.8,20252.0,37.61619014,9.4,11.00136906
NY,New York,Genesee,3.6,3.3,10.4,19.1,55.10377878,323.9,9.4,14.9,33.5,63.45,63.97604107,11.8,5.521023766,67.0,52410.0,25.8,3.0,17.1,23505.0,32.68204021,8.8,5.599323602
NY,New York,Greene,3.5,3.3,10.4,18.2,62.53193011,351.8,9.6,14.8,33.7,49.85,55.485405799999995,12.1,6.699322864,96.0,52597.0,25.3,4.0,20.0,22506.0,32.22482436,9.4,19.98690513
NY,New York,Hamilton,3.3,3.0,9.7,16.8,79.04151759999999,412.7,8.7,12.6,32.1,32.39,63.25757576,10.4,7.286123619,100.0,49137.0,25.2,4.0,20.6,24704.0,20.83333333,10.3,11.65968151891071
NY,New York,Herkimer,3.6,3.6,11.0,18.8,50.34980684,304.5,10.3,16.3,34.8,76.47,61.82344224,12.5,6.752621626,46.0,44148.0,22.9,2.0,23.0,19410.0,39.82849468,9.4,6.235936664
NY,New York,Jefferson,3.6,3.5,10.9,21.4,57.05281461,344.8,10.5,16.2,35.0,61.57,61.85505871,13.0,7.642561939,76.0,49781.0,26.6,4.0,22.6,22001.0,32.071364100000004,7.6,11.98208817
NY,New York,Kings,3.9,4.0,12.2,17.4,31.94069486,294.1,12.5,15.7,42.0,57.64,62.57040839,20.1,7.68962193,25.0,47547.0,25.5,1.0,33.1,16261.0,62.43062557,11.0,7.982439147999999
NY,New York,Lewis,3.5,3.3,10.5,19.4,61.21892033,294.0,9.6,15.3,34.7,60.68,51.36261622,12.2,7.821698907,50.0,47542.0,22.4,2.0,23.2,21789.0,35.44477475,8.9,11.65968151891071
NY,New York,Livingston,3.6,3.3,10.7,19.4,50.09250211,285.0,9.9,14.9,33.9,56.69,58.54667332,12.7,5.779825381,21.0,49920.0,23.6,1.0,18.9,22179.0,27.02352941,8.5,7.727935456
NY,New York,Madison,3.5,3.3,10.4,20.2,50.99522948,274.9,9.6,15.0,34.4,50.55,63.33246787,12.1,6.410793347,15.0,51600.0,25.7,1.0,17.5,24602.0,29.38630999,8.2,13.35586944
NY,New York,Monroe,3.6,3.2,10.9,18.1,48.89065915,285.8,9.6,15.2,34.6,48.18,72.17328092,13.1,5.779105951,31.0,51371.0,21.4,2.0,22.2,21556.0,36.22554258,9.1,12.86001363
NY,New York,Montgomery,3.8,3.6,11.4,17.2,56.40586621,349.1,10.9,15.8,35.4,59.44,55.10961214,14.5,7.46785361,81.0,40923.0,21.2,4.0,27.3,18336.0,43.78769602,9.8,9.357225449
NY,New York,Nassau,2.9,3.0,8.9,17.9,39.3751484,228.3,8.7,12.0,36.9,49.48,73.61363914,12.1,4.767390755,7.0,73077.0,25.8,1.0,9.3,33406.75,18.44382788,8.8,12.33988324
NY,New York,New York,3.5,3.5,10.7,21.3,31.79691489,236.9,10.5,13.2,36.8,41.96,82.97316251,14.1,6.050949151,4.0,73077.0,17.6,1.0,23.5,20713.0,60.32939123,8.9,10.93922238
NY,New York,Niagara,3.5,3.4,10.6,18.5,57.05559720000001,362.7,9.9,15.8,36.0,74.25,65.76002238,12.9,6.949818296,94.0,49274.0,21.8,4.0,18.0,20407.0,35.05147791,9.2,16.64338667
NY,New York,Oneida,3.6,3.4,10.9,17.5,48.50865769,332.3,10.2,15.8,37.2,60.5,59.86489677,13.0,6.09736093,63.0,48350.0,28.4,3.0,28.6,20115.0,41.84063511,9.4,12.28550368
NY,New York,Onondaga,3.6,3.4,10.7,18.9,55.20678345,307.2,9.8,15.8,32.3,49.53,70.09951563,12.7,5.56633325,47.0,52892.0,24.6,2.0,23.7,21428.0,32.98377029,8.6,14.60701778
NY,New York,Ontario,3.5,3.1,10.1,19.6,50.06539908,292.1,9.1,13.9,33.1,62.09,70.28469009,11.1,5.25196605,28.0,58473.0,17.4,2.0,15.2,25927.0,25.14411873,8.5,10.08159986
NY,New York,Orange,3.5,3.5,10.3,19.1,43.90684262,288.3,10.0,14.5,38.1,54.28,61.89662396,13.7,5.481330587,26.0,69228.0,24.0,1.0,20.8,28165.0,28.43395429,9.0,16.24929076
NY,New York,Orleans,3.7,3.6,11.1,18.5,47.76376603,352.3,10.5,16.0,36.4,91.84,49.98548059,13.8,7.619047619,68.0,46577.0,24.3,3.0,21.5,20209.0,40.19881951,9.3,8.657667939
NY,New York,Oswego,3.8,3.6,11.2,18.3,62.20691761,350.4,10.5,16.2,36.4,64.37,54.71055619,13.6,8.031990135,83.0,46926.0,26.8,4.0,27.9,20605.0,37.44110719,8.8,15.11911111
NY,New York,Otsego,3.7,3.5,11.0,18.6,46.15166146,299.9,10.2,16.0,32.9,55.41,60.70853462,12.6,5.686326369,30.0,43104.0,20.5,2.0,22.3,20601.0,29.15182694,8.8,10.29698678
NY,New York,Putnam,3.1,2.9,9.1,19.9,39.31314323,242.4,8.3,12.5,32.0,50.6,70.08513765,10.3,4.882178356,12.0,73077.0,22.0,1.0,7.0,33406.75,9.774680907,8.1,17.07175829
NY,New York,Queens,3.7,3.6,10.5,14.3,30.6533287,236.8,10.9,11.9,39.7,49.76,62.13765941,17.5,6.380633597999999,9.0,56866.0,28.1,1.0,21.0,22873.0,50.2341866,10.5,6.733883596
NY,New York,Rensselaer,3.4,3.3,10.2,20.9,44.37608355,329.8,9.5,15.0,34.7,52.0,70.08167037,12.1,5.342622006,55.0,59925.0,23.1,3.0,20.0,24990.0,30.04090076,8.3,9.384247393999999
NY,New York,Richmond,3.5,3.3,10.1,16.6,43.07279259,292.1,9.5,14.6,37.2,50.31,67.07971746,13.2,7.242099976,20.0,70299.0,31.4,1.0,20.9,26657.0,39.61550785,9.4,17.50636017
NY,New York,Rockland,3.5,3.2,10.3,17.3,29.92077664,224.7,9.6,14.3,37.0,48.07,66.03000806,13.1,5.120327701,5.0,73077.0,24.4,1.0,25.5,32554.0,26.16377171,9.9,7.999783902000001
NY,New York,St. Lawrence,3.8,3.7,11.5,19.8,49.64303444,346.9,10.8,17.6,33.5,70.16,57.48477276,14.1,7.723904298,70.0,43518.0,24.6,3.0,26.4,18211.0,41.35463259,8.8,9.535302969
